1673878140 4663.160487896684
1673878200 4664.381020270704
1673878260 4671.0987163541195
1673878320 4667.626362034215
1673878380 4668.868719000094
1673878440 4659.424755469647
1673878500 4659.256446316785
1673878560 4675.9886945839835
1673878620 4655.8826542377365
1673878680 4669.515763295398
1673878740 4663.87293053365
1673878800 4666.590451704087
1673878860 4661.374562737973
1673878920 4669.472859707497
1673878980 4663.147699910907
1673879040 4670.765531456848
1673879100 4664.959532680467
1673879160 4671.249301991117
1673879220 4671.059678095139
1673879280 4665.863925030116
1673879340 4665.947969217204
1673879400 4660.365849016725
1673879460 4659.421844458686
1673879520 4668.551806772072
1673879580 4666.200735198214
1673879640 4667.350952641278
1673879700 4667.206618743061
1673879760 4663.345774822406
1673879820 4674.2839846770385
1673879880 4670.823058073409
1673879940 4670.625504748933
1673880000 4658.3022643578715
1673880060 4663.083374244039
1673880120 4666.266846746478
1673880180 4660.379311736931
1673880240 4657.563164509202
1673880300 4665.537035348063
1673880360 4664.3788238363495
1673880420 4669.7590217852885
1673880480 4665.404330292917
1673880540 4656.124676067747
1673880600 4662.722157727552
1673880660 4669.857245640328
1673880720 4669.989223611858
1673880780 4664.9916618032885
1673880840 4670.173435770532
1673880900 4665.299907386562
1673880960 4664.712784293607
1673881020 4664.368381761139
1673881080 4670.410555550142
1673881140 4669.965599285165
1673881200 4659.473200795495
1673881260 4673.876901396613
1673881320 4650.807615673557
